alive_array,cells_alive,cells_dead,cells_dont_know,mitocohondria_distribution_array,mitocohondria_distribution_notsure,mitocohondria_grouped,mitocohondria_scattered,multinuclei,multinuclei_array,release_array,release_yes,remarks,task
"[[u'alive', 56, 367], [u'alive', 111, 206], [u'alive', 75, 104], [u'alive', 309, 223], [u'alive', 430, 236], [u'alive', 508, 246], [u'alive', 450, 304], [u'alive', 335, 352], [u'alive', 329, 61], [u'alive', 475, 74], [u'dead', 195, 341]]",10,1,0,"[[u'grouped', 183, 347], [u'scattered', 64, 365], [u'scattered', 107, 218], [u'scattered', 73, 113], [u'scattered', 332, 68], [u'scattered', 286, 220], [u'scattered', 433, 236], [u'scattered', 481, 245], [u'scattered', 332, 343], [u'scattered', 469, 301], [u'scattered', 483, 68]]",11,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-3
"[[u'alive', 57, 375], [u'alive', 296, 227], [u'alive', 375, 335], [u'alive', 479, 309], [u'alive', 495, 248], [u'alive', 347, 81], [u'dead', 180, 348], [u'dead', 77, 172], [u'dead', 21, 68], [u'dead', 469, 50], [u'dead', 430, 252]]",6,5,0,"[[u'grouped', 181, 342], [u'grouped', 76, 154], [u'grouped', 18, 51], [u'grouped', 476, 52], [u'grouped', 429, 247], [u'scattered', 63, 378], [u'scattered', 317, 221], [u'scattered', 360, 338], [u'scattered', 492, 300], [u'scattered', 488, 246], [u'scattered', 354, 69]]",11,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-11
"[[u'dead', 190, 336], [u'dead', 74, 163], [u'dead', 17, 64], [u'dead', 85, 383], [u'dead', 401, 332], [u'dead', 489, 308], [u'dead', 432, 219], [u'dead', 375, 184], [u'dead', 351, 73], [u'dead', 476, 51]]",0,10,0,"[[u'grouped', 81, 382], [u'grouped', 184, 342], [u'grouped', 392, 339], [u'grouped', 487, 307], [u'grouped', 440, 221], [u'grouped', 383, 194], [u'grouped', 364, 66], [u'grouped', 462, 49], [u'grouped', 24, 62], [u'grouped', 78, 161]]",10,0,0,0,[],"[[u'release', 182, 340]]",1,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-22
"[[u'dead', 298, 336], [u'dead', 153, 361], [u'dead', 73, 344], [u'dead', 121, 297], [u'dead', 52, 304], [u'dead', 109, 214], [u'dead', 104, 159], [u'dead', 46, 130], [u'dead', 121, 50], [u'dead', 184, 44], [u'dead', 214, 44], [u'dead', 193, 92], [u'dead', 213, 183], [u'dead', 193, 236], [u'dead', 288, 179], [u'dead', 373, 123], [u'dead', 345, 67], [u'dead', 406, 4], [u'dead', 432, 23], [u'dead', 391, 207], [u'dead', 458, 209], [u'dead', 504, 18], [u'dead', 507, 342]]",0,23,0,"[[u'grouped', 303, 336], [u'grouped', 146, 362], [u'grouped', 67, 340], [u'grouped', 132, 303], [u'grouped', 30, 295], [u'grouped', 78, 211], [u'grouped', 121, 134], [u'grouped', 38, 156], [u'grouped', 115, 77], [u'grouped', 174, 47], [u'grouped', 221, 41], [u'grouped', 208, 100], [u'grouped', 206, 178], [u'grouped', 203, 229], [u'grouped', 282, 174], [u'grouped', 326, 55], [u'grouped', 381, 138], [u'grouped', 428, 14], [u'grouped', 406, 8], [u'grouped', 405, 210], [u'grouped', 448, 214], [u'grouped', 508, 356], [u'grouped', 502, 17]]",23,0,0,0,[],"[[u'release', 302, 353], [u'release', 504, 358], [u'release', 473, 220], [u'release', 347, 69], [u'release', 442, 28], [u'release', 227, 44], [u'release', 193, 124], [u'release', 195, 172], [u'release', 115, 65], [u'release', 176, 51], [u'release', 41, 132], [u'release', 79, 216], [u'release', 37, 279], [u'release', 67, 345]]",14,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-50-34
"[[u'dead', 159, 358], [u'dead', 84, 356], [u'dead', 133, 298], [u'dead', 39, 311], [u'dead', 84, 220], [u'dead', 101, 166], [u'dead', 40, 134], [u'dead', 124, 69], [u'dead', 183, 51], [u'dead', 238, 19], [u'dead', 220, 48], [u'dead', 208, 103], [u'dead', 199, 179], [u'dead', 192, 240], [u'dead', 307, 356], [u'dead', 304, 171], [u'dead', 339, 70], [u'dead', 398, 6], [u'dead', 424, 18], [u'dead', 385, 126], [u'dead', 382, 192], [u'dead', 464, 217], [u'dead', 509, 358]]",0,23,0,"[[u'grouped', 290, 335], [u'grouped', 133, 360], [u'grouped', 69, 352], [u'grouped', 118, 294], [u'grouped', 46, 298], [u'grouped', 87, 210], [u'grouped', 122, 140], [u'grouped', 35, 127], [u'grouped', 128, 70], [u'grouped', 171, 57], [u'grouped', 222, 58], [u'grouped', 245, 15], [u'grouped', 218, 100], [u'grouped', 199, 167], [u'grouped', 225, 241], [u'grouped', 271, 168], [u'grouped', 327, 66], [u'grouped', 380, 119], [u'grouped', 412, 202], [u'grouped', 461, 220], [u'grouped', 504, 357], [u'grouped', 413, 7], [u'grouped', 442, 24]]",23,0,0,0,[],"[[u'release', 274, 189], [u'release', 205, 179], [u'release', 69, 117], [u'release', 148, 62], [u'release', 192, 58], [u'release', 261, 21], [u'release', 446, 24], [u'release', 341, 70], [u'release', 86, 344], [u'release', 42, 301], [u'release', 90, 369]]",11,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-50-45
"[[u'dead', 158, 366], [u'dead', 81, 359], [u'dead', 128, 303], [u'dead', 28, 306], [u'dead', 90, 230], [u'dead', 116, 162], [u'dead', 30, 138], [u'dead', 119, 64], [u'dead', 188, 46], [u'dead', 219, 54], [u'dead', 245, 15], [u'dead', 211, 99], [u'dead', 202, 170], [u'dead', 201, 244], [u'dead', 306, 329], [u'dead', 303, 182], [u'dead', 381, 208], [u'dead', 470, 215], [u'dead', 400, 130], [u'dead', 325, 58], [u'dead', 410, 24], [u'dead', 433, 38], [u'dead', 502, 344]]",0,23,0,"[[u'grouped', 294, 338], [u'grouped', 161, 347], [u'grouped', 120, 306], [u'grouped', 78, 338], [u'grouped', 23, 283], [u'grouped', 97, 226], [u'grouped', 113, 156], [u'grouped', 36, 136], [u'grouped', 118, 79], [u'grouped', 175, 56], [u'grouped', 209, 56], [u'grouped', 239, 13], [u'grouped', 212, 101], [u'grouped', 201, 164], [u'grouped', 196, 242], [u'grouped', 290, 165], [u'grouped', 341, 62], [u'grouped', 368, 110], [u'grouped', 368, 177], [u'grouped', 478, 218], [u'grouped', 435, 17], [u'grouped', 504, 365], [u'grouped', 504, 6]]",23,0,0,0,[],"[[u'release', 473, 216], [u'release', 312, 172], [u'release', 285, 299], [u'release', 124, 290], [u'release', 210, 165], [u'release', 246, 33], [u'release', 77, 111], [u'release', 139, 73], [u'release', 74, 11], [u'release', 445, 41], [u'release', 379, 81], [u'release', 340, 77]]",12,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-50-47
"[[u'alive', 39, 344], [u'alive', 103, 203], [u'alive', 62, 105], [u'alive', 316, 221], [u'alive', 341, 62], [u'alive', 467, 100], [u'alive', 431, 237], [u'alive', 501, 234], [u'alive', 450, 301], [u'alive', 385, 336], [u'dead', 181, 343], [u'dead', 309, 257]]",10,2,0,"[[u'grouped', 177, 343], [u'grouped', 299, 257], [u'scattered', 51, 366], [u'scattered', 88, 214], [u'scattered', 63, 93], [u'scattered', 333, 48], [u'scattered', 326, 203], [u'scattered', 479, 60], [u'scattered', 420, 235], [u'scattered', 485, 244], [u'scattered', 460, 301], [u'scattered', 310, 333]]",12,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-1
"[[u'dead', 177, 338], [u'dead', 97, 381], [u'dead', 65, 165], [u'dead', 20, 61], [u'dead', 364, 76], [u'dead', 457, 58], [u'dead', 385, 181], [u'dead', 443, 239], [u'dead', 321, 257], [u'dead', 403, 343], [u'dead', 501, 298]]",0,11,0,"[[u'grouped', 180, 335], [u'grouped', 77, 388], [u'grouped', 75, 137], [u'grouped', 16, 38], [u'grouped', 356, 50], [u'grouped', 465, 43], [u'grouped', 385, 197], [u'grouped', 312, 246], [u'grouped', 436, 226], [u'grouped', 414, 315], [u'grouped', 478, 300]]",11,0,0,0,[],"[[u'release', 317, 247], [u'release', 189, 343]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-22
"[[u'dead', 199, 360], [u'dead', 411, 337], [u'dead', 476, 329], [u'dead', 454, 250], [u'dead', 366, 173], [u'dead', 350, 62], [u'dead', 486, 61], [u'dead', 14, 62], [u'dead', 81, 170], [u'dead', 71, 381], [u'dead', 341, 232]]",0,11,0,"[[u'grouped', 78, 378], [u'grouped', 81, 165], [u'grouped', 20, 52], [u'grouped', 175, 320], [u'grouped', 322, 231], [u'grouped', 384, 192], [u'grouped', 366, 104], [u'grouped', 463, 76], [u'grouped', 518, 181], [u'grouped', 453, 212], [u'grouped', 468, 318]]",11,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-28
"[[u'dead', 477, 280], [u'dead', 396, 358], [u'dead', 415, 225], [u'dead', 378, 193], [u'dead', 484, 68], [u'dead', 379, 84], [u'dead', 313, 264], [u'dead', 202, 346], [u'dead', 77, 384], [u'dead', 24, 226], [u'dead', 90, 141], [u'dead', 22, 36]]",0,12,0,"[[u'grouped', 88, 369], [u'grouped', 193, 333], [u'grouped', 14, 207], [u'grouped', 64, 158], [u'grouped', 19, 38], [u'grouped', 330, 254], [u'grouped', 383, 172], [u'grouped', 365, 77], [u'grouped', 435, 69], [u'grouped', 429, 241], [u'grouped', 417, 346], [u'grouped', 492, 307]]",12,0,0,0,[],"[[u'release', 187, 332], [u'release', 421, 216], [u'release', 280, 285]]",3,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-34
"[[u'dead', 187, 356], [u'dead', 13, 224], [u'dead', 68, 170], [u'dead', 15, 46], [u'dead', 376, 206], [u'dead', 435, 236], [u'dead', 399, 369], [u'dead', 491, 315], [u'dead', 521, 370], [u'dead', 466, 64], [u'dead', 364, 89]]",0,11,0,"[[u'grouped', 188, 350], [u'grouped', 11, 214], [u'grouped', 88, 158], [u'grouped', 23, 57], [u'grouped', 380, 195], [u'grouped', 368, 85], [u'grouped', 464, 56], [u'grouped', 427, 225], [u'grouped', 485, 305], [u'grouped', 389, 356], [u'grouped', 513, 368]]",11,0,0,0,[],"[[u'release', 15, 218], [u'release', 184, 351]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-41
"[[u'dead', 197, 353], [u'dead', 70, 381], [u'dead', 8, 204], [u'dead', 26, 81], [u'dead', 73, 173], [u'dead', 381, 197], [u'dead', 373, 77], [u'dead', 462, 60], [u'dead', 428, 227], [u'dead', 390, 354], [u'dead', 495, 307], [u'dead', 518, 380]]",0,12,0,"[[u'grouped', 89, 384], [u'grouped', 174, 355], [u'grouped', 9, 226], [u'grouped', 75, 160], [u'grouped', 25, 69], [u'grouped', 373, 70], [u'grouped', 385, 203], [u'grouped', 382, 351], [u'grouped', 433, 237], [u'grouped', 479, 321], [u'grouped', 472, 67], [u'grouped', 523, 374]]",12,0,0,0,[],"[[u'release', 196, 343], [u'release', 6, 221]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-47
"[[u'alive', 138, 254], [u'alive', 355, 361], [u'alive', 498, 314], [u'dead', 374, 17], [u'dead', 435, 66]]",3,2,0,"[[u'grouped', 383, 13], [u'grouped', 421, 58], [u'scattered', 137, 264], [u'scattered', 318, 359], [u'scattered', 500, 297]]",5,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-5-17
"[[u'dead', 83, 371], [u'dead', 33, 287], [u'dead', 31, 102], [u'dead', 182, 8], [u'dead', 249, 240], [u'dead', 243, 333], [u'dead', 260, 357], [u'dead', 323, 347], [u'dead', 344, 267], [u'dead', 362, 210], [u'dead', 458, 378], [u'dead', 523, 366], [u'dead', 513, 203]]",0,13,0,"[[u'grouped', 48, 323], [u'grouped', 105, 367], [u'grouped', 230, 333], [u'grouped', 260, 368], [u'grouped', 253, 210], [u'grouped', 345, 337], [u'grouped', 345, 271], [u'grouped', 358, 229], [u'grouped', 437, 379], [u'grouped', 511, 375], [u'grouped', 510, 205], [u'grouped', 25, 92], [u'grouped', 172, 6]]",13,0,0,0,[],"[[u'release', 363, 199]]",1,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-52-14
"[[u'dead', 186, 348], [u'dead', 80, 381], [u'dead', 19, 59], [u'dead', 87, 166], [u'dead', 368, 194], [u'dead', 443, 228], [u'dead', 481, 312], [u'dead', 387, 362], [u'dead', 472, 67], [u'dead', 358, 86]]",0,10,0,"[[u'grouped', 81, 383], [u'grouped', 198, 344], [u'grouped', 394, 349], [u'grouped', 473, 314], [u'grouped', 439, 226], [u'grouped', 373, 200], [u'grouped', 369, 67], [u'grouped', 464, 61], [u'grouped', 77, 152], [u'grouped', 23, 52]]",10,0,0,0,[],"[[u'release', 181, 346]]",1,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-29
"[[u'alive', 341, 133], [u'alive', 187, 197], [u'alive', 114, 243], [u'alive', 254, 70], [u'alive', 212, 239], [u'alive', 207, 137], [u'alive', 114, 145], [u'alive', 397, 105], [u'alive', 186, 204], [u'alive', 313, 233], [u'alive', 175, 165], [u'alive', 361, 55], [u'alive', 179, 139]]",13,0,0,"[[u'grouped', 148, 224], [u'grouped', 327, 203], [u'grouped', 188, 256], [u'grouped', 313, 188], [u'grouped', 107, 142], [u'grouped', 243, 108], [u'grouped', 194, 132], [u'grouped', 205, 91], [u'grouped', 167, 249], [u'grouped', 135, 93], [u'grouped', 117, 239], [u'grouped', 212, 117], [u'grouped', 212, 224]]",13,0,0,0,[],"[[u'release', 367, 287], [u'release', 135, 302], [u'release', 106, 93], [u'release', 330, 110], [u'release', 91, 119], [u'release', 320, 91], [u'release', 138, 193], [u'release', 386, 90], [u'release', 145, 245], [u'release', 342, 218]]",10,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-50-9
"[[u'dead', 78, 383], [u'dead', 181, 348], [u'dead', 73, 163], [u'dead', 21, 61], [u'dead', 374, 187], [u'dead', 367, 92], [u'dead', 425, 227], [u'dead', 405, 350], [u'dead', 481, 299], [u'dead', 474, 69]]",0,10,0,"[[u'grouped', 189, 342], [u'grouped', 77, 161], [u'grouped', 21, 56], [u'grouped', 375, 185], [u'grouped', 364, 57], [u'grouped', 435, 230], [u'grouped', 395, 348], [u'grouped', 482, 306], [u'grouped', 487, 62], [u'grouped', 88, 381]]",10,0,0,0,[],"[[u'release', 182, 357]]",1,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-34
"[[u'dead', 200, 349], [u'dead', 394, 356], [u'dead', 488, 307], [u'dead', 508, 368], [u'dead', 436, 237], [u'dead', 382, 194], [u'dead', 361, 90], [u'dead', 468, 57], [u'dead', 71, 168], [u'dead', 17, 56]]",0,10,0,"[[u'grouped', 185, 345], [u'grouped', 384, 354], [u'grouped', 482, 301], [u'grouped', 419, 217], [u'grouped', 371, 184], [u'grouped', 368, 86], [u'grouped', 460, 64], [u'grouped', 83, 170], [u'grouped', 27, 67], [u'grouped', 510, 376]]",10,0,0,0,[],"[[u'release', 190, 344]]",1,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-39
"[[u'dead', 508, 372], [u'dead', 490, 321], [u'dead', 397, 367], [u'dead', 193, 384], [u'dead', 10, 222], [u'dead', 51, 183], [u'dead', 31, 77], [u'dead', 354, 84], [u'dead', 316, 243], [u'dead', 449, 238], [u'dead', 397, 208], [u'dead', 459, 60]]",0,12,0,"[[u'grouped', 88, 385], [u'grouped', 163, 346], [u'grouped', 6, 224], [u'grouped', 69, 162], [u'grouped', 18, 61], [u'grouped', 453, 70], [u'grouped', 383, 64], [u'grouped', 319, 269], [u'grouped', 384, 177], [u'grouped', 425, 229], [u'grouped', 485, 319], [u'grouped', 400, 377]]",12,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-38
"[[u'dead', 198, 335], [u'dead', 399, 361], [u'dead', 510, 371], [u'dead', 481, 305], [u'dead', 427, 229], [u'dead', 377, 199], [u'dead', 358, 80], [u'dead', 473, 60], [u'dead', 84, 166], [u'dead', 28, 67], [u'dead', 68, 381], [u'dead', 17, 225]]",0,12,0,"[[u'grouped', 84, 380], [u'grouped', 177, 345], [u'grouped', 14, 215], [u'grouped', 32, 44], [u'grouped', 80, 160], [u'grouped', 373, 197], [u'grouped', 377, 358], [u'grouped', 516, 370], [u'grouped', 491, 304], [u'grouped', 424, 208], [u'grouped', 370, 76], [u'grouped', 473, 60]]",12,0,0,0,[],"[[u'release', 183, 359], [u'release', 14, 221]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-40
"[[u'dead', 23, 66], [u'dead', 75, 175], [u'dead', 23, 215], [u'dead', 97, 382], [u'dead', 188, 346], [u'dead', 403, 352], [u'dead', 471, 308], [u'dead', 513, 378], [u'dead', 409, 212], [u'dead', 371, 182], [u'dead', 323, 232], [u'dead', 367, 73], [u'dead', 431, 41]]",0,13,0,"[[u'grouped', 91, 381], [u'grouped', 187, 354], [u'grouped', 10, 220], [u'grouped', 73, 163], [u'grouped', 18, 50], [u'grouped', 356, 65], [u'grouped', 460, 47], [u'grouped', 373, 187], [u'grouped', 315, 253], [u'grouped', 395, 354], [u'grouped', 522, 370], [u'grouped', 490, 306], [u'grouped', 433, 224]]",13,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-40
"[[u'dead', 184, 352], [u'dead', 9, 228], [u'dead', 27, 60], [u'dead', 73, 161], [u'dead', 378, 197], [u'dead', 417, 230], [u'dead', 374, 355], [u'dead', 482, 321], [u'dead', 461, 68], [u'dead', 343, 94]]",0,10,0,"[[u'grouped', 12, 226], [u'grouped', 83, 167], [u'grouped', 26, 56], [u'grouped', 180, 338], [u'grouped', 389, 342], [u'grouped', 477, 303], [u'grouped', 437, 223], [u'grouped', 379, 186], [u'grouped', 369, 85], [u'grouped', 473, 64]]",10,0,0,0,[],"[[u'release', 193, 342], [u'release', 13, 213]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-43
"[[u'dead', 180, 353], [u'dead', 10, 220], [u'dead', 70, 162], [u'dead', 32, 67], [u'dead', 376, 196], [u'dead', 430, 245], [u'dead', 379, 353], [u'dead', 471, 314], [u'dead', 458, 67], [u'dead', 353, 89], [u'dead', 515, 384]]",0,11,0,"[[u'grouped', 15, 218], [u'grouped', 66, 172], [u'grouped', 31, 57], [u'grouped', 180, 348], [u'grouped', 358, 347], [u'grouped', 476, 304], [u'grouped', 430, 221], [u'grouped', 365, 181], [u'grouped', 369, 79], [u'grouped', 453, 57], [u'grouped', 517, 377]]",11,0,0,0,[],"[[u'release', 177, 345], [u'release', 18, 209]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-46
"[[u'alive', 148, 251], [u'alive', 337, 355], [u'alive', 445, 371], [u'alive', 512, 314], [u'dead', 420, 53]]",4,1,0,"[[u'grouped', 423, 47], [u'scattered', 151, 240], [u'scattered', 322, 354], [u'scattered', 503, 293], [u'scattered', 421, 360]]",5,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-5-14
"[[u'alive', 137, 248], [u'alive', 328, 376], [u'alive', 490, 304], [u'dead', 411, 9], [u'dead', 413, 49]]",3,2,0,"[[u'grouped', 416, 48], [u'grouped', 416, 10], [u'scattered', 140, 233], [u'scattered', 323, 362], [u'scattered', 478, 310]]",5,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-5-19
"[[u'alive', 90, 367], [u'alive', 22, 311], [u'alive', 342, 350], [u'dead', 268, 351], [u'dead', 232, 317], [u'dead', 260, 234], [u'dead', 342, 271], [u'dead', 368, 205], [u'dead', 509, 365], [u'dead', 445, 380], [u'dead', 174, 30]]",3,8,0,"[[u'grouped', 367, 207], [u'grouped', 255, 217], [u'grouped', 29, 89], [u'grouped', 27, 293], [u'grouped', 95, 372], [u'grouped', 347, 359], [u'scattered', 266, 356], [u'scattered', 243, 306], [u'scattered', 345, 257], [u'scattered', 426, 383], [u'scattered', 497, 172]]",11,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-52-14
"[[u'dead', 463, 381], [u'dead', 516, 364], [u'dead', 501, 155], [u'dead', 353, 195], [u'dead', 349, 285], [u'dead', 346, 359], [u'dead', 273, 366], [u'dead', 252, 307], [u'dead', 265, 220], [u'dead', 169, 8], [u'dead', 45, 87], [u'dead', 22, 311], [u'dead', 79, 361]]",0,13,0,"[[u'grouped', 96, 355], [u'grouped', 25, 313], [u'grouped', 34, 117], [u'grouped', 266, 363], [u'grouped', 238, 323], [u'grouped', 248, 230], [u'grouped', 341, 330], [u'grouped', 347, 278], [u'grouped', 359, 187], [u'grouped', 457, 390], [u'grouped', 507, 361], [u'grouped', 503, 176], [u'grouped', 174, 5]]",13,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-52-17
"[[u'dead', 100, 335], [u'dead', 25, 280], [u'dead', 45, 148], [u'dead', 253, 224], [u'dead', 246, 315], [u'dead', 261, 369], [u'dead', 336, 347], [u'dead', 339, 247], [u'dead', 373, 219], [u'dead', 507, 167]]",0,10,0,"[[u'scattered', 108, 334], [u'scattered', 324, 224], [u'scattered', 360, 214], [u'scattered', 508, 153], [u'scattered', 59, 170], [u'scattered', 20, 295], [u'scattered', 242, 302], [u'grouped', 242, 236], [u'grouped', 330, 356], [u'grouped', 262, 366]]",10,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-52-1
"[[u'dead', 117, 335], [u'dead', 32, 304], [u'dead', 36, 93], [u'dead', 255, 219], [u'dead', 238, 315], [u'dead', 273, 366], [u'dead', 348, 345], [u'dead', 361, 283], [u'dead', 363, 202], [u'dead', 514, 159]]",0,10,0,"[[u'grouped', 39, 311], [u'grouped', 126, 336], [u'grouped', 241, 330], [u'grouped', 270, 374], [u'grouped', 338, 334], [u'grouped', 358, 272], [u'grouped', 359, 195], [u'grouped', 242, 219], [u'grouped', 29, 102], [u'grouped', 509, 156]]",10,0,0,0,[],"[[u'release', 240, 310], [u'release', 252, 223], [u'release', 343, 343]]",3,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-52-26
"[[u'dead', 199, 345], [u'dead', 394, 354], [u'dead', 467, 319], [u'dead', 429, 234], [u'dead', 385, 193], [u'dead', 372, 78], [u'dead', 463, 69], [u'dead', 79, 167], [u'dead', 15, 219], [u'dead', 37, 69]]",0,10,0,"[[u'grouped', 177, 342], [u'grouped', 18, 214], [u'grouped', 24, 58], [u'grouped', 69, 163], [u'grouped', 388, 192], [u'grouped', 430, 235], [u'grouped', 490, 313], [u'grouped', 392, 349], [u'grouped', 365, 87], [u'grouped', 457, 54]]",10,0,0,0,[],"[[u'release', 169, 354], [u'release', 19, 224]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-45
"[[u'dead', 194, 349], [u'dead', 71, 382], [u'dead', 15, 217], [u'dead', 77, 170], [u'dead', 27, 47], [u'dead', 360, 90], [u'dead', 485, 60], [u'dead', 374, 213], [u'dead', 330, 255], [u'dead', 372, 356], [u'dead', 434, 216], [u'dead', 480, 309], [u'dead', 516, 377], [u'dead', 513, 180]]",0,14,0,"[[u'grouped', 75, 380], [u'grouped', 188, 338], [u'grouped', 7, 223], [u'grouped', 74, 156], [u'grouped', 24, 69], [u'grouped', 362, 63], [u'grouped', 446, 61], [u'grouped', 364, 216], [u'grouped', 437, 229], [u'grouped', 296, 243], [u'grouped', 376, 337], [u'grouped', 482, 302], [u'grouped', 501, 361], [u'grouped', 515, 191]]",14,0,0,0,[],"[[u'release', 187, 349], [u'release', 428, 217]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-51-46
"[[u'alive', 153, 258], [u'alive', 337, 362], [u'alive', 497, 307], [u'dead', 437, 75], [u'dead', 416, 7]]",3,2,0,"[[u'grouped', 417, 60], [u'grouped', 415, 6], [u'scattered', 157, 269], [u'scattered', 331, 353], [u'scattered', 482, 319]]",5,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-5-18
"[[u'alive', 133, 272], [u'alive', 325, 352], [u'alive', 492, 328], [u'alive', 518, 148], [u'alive', 18, 12], [u'dead', 423, 68], [u'dead', 391, 18]]",5,2,0,"[[u'scattered', 150, 260], [u'scattered', 322, 351], [u'scattered', 495, 316], [u'scattered', 421, 377], [u'scattered', 510, 157], [u'scattered', 34, 2], [u'grouped', 408, 72]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-5-17
"[[u'alive', 136, 279], [u'alive', 321, 360], [u'alive', 491, 313], [u'dead', 397, 10], [u'dead', 415, 61]]",3,2,0,"[[u'grouped', 438, 49], [u'grouped', 407, 10], [u'scattered', 144, 258], [u'scattered', 334, 364], [u'scattered', 483, 304]]",5,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-5-20
"[[u'dead', 341, 337], [u'dead', 269, 368], [u'dead', 235, 321], [u'dead', 91, 373], [u'dead', 26, 315], [u'dead', 258, 242], [u'dead', 34, 100], [u'dead', 358, 197], [u'dead', 344, 267], [u'dead', 500, 152], [u'dead', 518, 367], [u'dead', 438, 388]]",0,12,0,"[[u'grouped', 358, 277], [u'grouped', 235, 310], [u'grouped', 278, 370], [u'grouped', 361, 348], [u'grouped', 243, 228], [u'grouped', 37, 100], [u'grouped', 345, 195], [u'grouped', 490, 141], [u'grouped', 450, 374], [u'grouped', 520, 374], [u'grouped', 82, 359], [u'grouped', 34, 310]]",12,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-52-17
"[[u'dead', 269, 359], [u'dead', 224, 297], [u'dead', 338, 345], [u'dead', 363, 298], [u'dead', 270, 217], [u'dead', 365, 199], [u'dead', 513, 356], [u'dead', 450, 379], [u'dead', 120, 345], [u'dead', 42, 307], [u'dead', 24, 112]]",0,11,0,"[[u'grouped', 340, 349], [u'grouped', 245, 374], [u'grouped', 348, 279], [u'grouped', 261, 215], [u'grouped', 361, 199], [u'grouped', 520, 166], [u'grouped', 448, 382], [u'grouped', 513, 364], [u'grouped', 230, 296], [u'grouped', 94, 358], [u'grouped', 25, 307]]",11,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-52-18
"[[u'alive', 108, 334], [u'alive', 39, 305], [u'alive', 21, 105], [u'alive', 247, 225], [u'alive', 229, 328], [u'alive', 270, 365], [u'alive', 344, 341], [u'alive', 355, 280], [u'alive', 355, 201], [u'alive', 499, 158]]",10,0,0,"[[u'grouped', 32, 100], [u'grouped', 39, 289], [u'grouped', 108, 339], [u'grouped', 235, 317], [u'grouped', 253, 209], [u'grouped', 363, 283], [u'grouped', 356, 202], [u'grouped', 336, 350], [u'grouped', 511, 154], [u'grouped', 267, 361]]",10,0,0,0,[],"[[u'release', 341, 350], [u'release', 233, 315], [u'release', 262, 225], [u'release', 27, 307]]",4,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-52-28
